CompletionTime_us,FlowSize_B,FCT_us
170023,805128,41002
170036,24149,113
170072,6338,529
170075,8795291,8390
170210,1176139,1221
170216,52065,1560
170256,976349,55249
170299,5038804,4605
170374,36045,1676
170445,34110,1453
170447,690430,38370
170590,42596,1730
170648,47722,2330
170679,39239,1497
170724,7401,449
170763,39830,127
170777,28456,1079
170798,115435,8680
170902,20343,780
170923,116338,13183
170952,36967,1153
170952,5219,406
170993,5546,392
170996,18360,691
171011,946453,50531
171039,21115,109
171112,7235,435
171197,68573,2487
171297,11272,456
171317,35434,1079
171367,53506,4197
171392,27339,1117
171602,816333,981
171617,1655992,69210
171643,1944504,68095
171657,33343,122
171694,358235,21700
171725,192699,11046
171880,25722,657
171899,18658,743
171901,584190,41696
171921,29732,1060
172067,73026,171
172155,61605,4888
172171,2500,462
172221,1297341,1349
172253,21378,874
172267,10829,412
172329,32127,1219
172361,57212,1011
172371,61260,2853
172404,7964,508
172488,341876,448
172512,27941,1112
172541,42267,1555
172545,15101,827
172573,791650,47279
172658,74451,4180
172699,36191,792
172788,15533,847
172803,72657,4534
172879,25973,861
172969,21979,823
173041,62969,5499
173123,53862,2394
173165,870,400
173398,21115,109
173439,27187,135
173462,28646,119
173622,27884,750
173741,308862,19118
173794,3545435,3248
173861,104855,4658
173895,79301,5182
173901,213938,14884
173907,21749,906
173957,9688,484
173986,6936,439
174036,2761,67
174044,60965,2954
174120,46988,1233
174443,9306,420
174585,381285,23365
174588,33906,1409
174638,2247627,71273
174680,990267,53838
174728,30936,1139
174733,1586864,65765
174738,978167,40145
174779,2605,575
174803,628559,41519
174856,8102,501
174955,51676,153
174992,81852,180
175017,22981,758
175069,338750,19044
175092,549882,27830
175115,40346,126
175295,41218,2142
175345,5931,66
175383,19769,108
175412,20084,731
175463,24681,782
175579,53195,1907
175608,35725,1257
175641,1385805,1406
175641,25776,114
175662,575613,49618
175677,10025,480
175748,138654,6439
175873,35089,1402
176201,49179,2477
176222,9223,544
176260,3339,424
176324,327337,20466
176326,4135610,3928
176359,754149,49682
176385,44770,1014
176424,31010,1046
176525,36590,1437
176562,56109,3114
176612,63690,1889
176636,9554,535
176696,76637,1660
176708,67055,169
176774,145,429
176902,5494,429
176920,44552,1365
177011,45693,2089
177038,55649,3367
177059,6446,514
177078,22645,871
177120,35230,1075
177124,187320,11794
177334,4019,441
177391,51047,4012
177510,5901,412
177513,957238,53248
177553,34824,1612
177608,1981,499
177630,78164,3604
177651,55044,2601
177735,1628667,1635
177785,7883,518
177791,68810,167
177855,15833,856
177945,78157,7181
177980,46060,1218
177990,8168865,7384
178017,182830,14198
178044,39526,127
178083,55664,2458
178150,1087637,64443
178240,31817,1168
178294,5119,586
178309,9821,69
178368,54702,4485
178423,16187,664
178618,25302,112
178701,70013,3408
178716,8211,426
178722,794,517
178749,453813,38998
178753,28052,1104
178755,76941,1101
178879,14105,501
178902,773471,43637
178961,46110,1544
179147,28777,116
179172,75937,4440
179227,204207,21274
179228,712,431
179270,3858,516
179270,679557,796
179459,32334,1613
179476,63212,3422
179488,74961,2955
179496,78576,5725
179520,323986,13667
179532,22730,806
179667,2816,63
179747,1278,472
179771,27862,1246
179855,225789,16261
179869,834092,47035
179915,44194,146
180015,66351,5344
180132,9966266,9437
180156,4885,497
180240,447182,27732
180277,1377377,57646
180436,932822,56417
180455,27577,828
180548,176614,14967
180581,48668,3036
180841,22394,766
180888,5867,67
180901,63223,1479
181051,26538,114
